"name","value_1","value_2","value_3","rt_1","rt_2","rt_3","p","n","z","f"
"#31_p_sho","Imagine that you are a university student completing an in-person study to satisfy a course requirement.","The researcher informs you that they expect your aggression to increase after watching an aggressive film.","After watching an aggressive film, you are asked to evaluate ideas for a promotional campaign developed by a second consenting participant. You are asked to deliver shocks that correspond to how good you think each idea is, and you control the intensity of the shock.",2550,2400,6750,"Your aggression will increase after watching an aggressive film.","Your aggression will fall after watching an aggressive film.","An aggressive film will have no impact on your aggression.","Your strength will increase after watching an aggressive film."
"#31_n_sho","Imagine that you are a university student completing an in-person study to satisfy a course requirement.","The researcher informs you that they expect your aggression to fall after watching an aggressive film because they expect the film to take all of the aggression out of you.","After watching an aggressive film, you are asked to evaluate ideas for a promotional campaign developed by a second consenting participant. You are asked to deliver shocks that correspond to how good you think each idea is, and you control the intensity of the shock.",2550,4500,6750,"Your aggression will increase after watching an aggressive film.","Your aggression will fall after watching an aggressive film.","An aggressive film will have no impact on your aggression.","Your strength will increase after watching an aggressive film."
"#32_p_num","Imagine that you are a university student completing an in-person study for extra course credit.","You are told that you will be given 7 minutes to copy phone numbers. The researcher adjusts the lighting and informs you that they expect you to copy around 95 phone numbers given the lighting conditions.","The experimenter sets a timer, leaves the room, and you are given 7 minutes to copy a stack of phone numbers.",2400,5400,3150,"Given the lighting conditions, you will copy 95 telephone numbers in 7 minutes.","Given the lighting conditions, you will copy 55 telephone numbers in 7 minutes.","The lighting conditions will have no impact on your ability to copy telephone numbers.","Given the lighting conditions, you will be able to add a larger series of numbers in 7 minutes."
"#32_n_num","Imagine that you are a university student completing an in-person study for extra course credit.","You are told that you will be given 7 minutes to copy phone numbers. The researcher adjusts the lighting and informs you that they expect you to copy around 55 phone numbers given the lighting conditions.","The experimenter sets a timer, leaves the room, and you are given 7 minutes to copy a stack of phone numbers.",2400,5400,3150,"Given the lighting conditions, you will copy 95 telephone numbers in 7 minutes.","Given the lighting conditions, you will copy 55 telephone numbers in 7 minutes.","The lighting conditions will have no impact on your ability to copy telephone numbers.","Given the lighting conditions, you will be able to add a larger series of numbers in 7 minutes."
"#33_p_beh","Imagine that you are a university student with a high fear of snakes who is completing an in-person study to fulfill a course requirement.","The researcher informs you that you will be completing a therapeutic treatment that will help reduce your fear of snakes.","For the next 3-4 weeks, you go back in twice for the therapeutic treatment, which consists of muscle relaxation and visualization exercises. Afterwards, you are placed in a room where you have a close-up encounter with a snake. Afterwards, the researcher assesses your fear of snakes.",3750,3000,7200,"The therapeutic treatment will help reduce your fear of snakes.","The therapeutic treatment will make you more afraid of snakes.","The therapeutic treatment will not impact your fear of snakes.","The therapeutic treatment will help decrease your depression."
"#34_p_spa","Imagine that you are a university student completing an in-person study as a volunteer or for course credit.","The researcher informs you that they are interested in the beneficial effects of listening to Mozart on test-taking capabilities.","While Mozart music is played, you are then asked to complete a test measuring spatial relations, wherein you see unfolding shapes and guess the corresponding folded pattern.",2850,3000,4050,"Listening to Mozart will improve test-taking capabilities.","Listening to Mozart will impair test-taking capabilities.","Listening to Mozart will not impact test-taking capabilities.","Listening to Mozart will cause you to experience a complex blend of emotions."
"#34_p_ver","Imagine that you are a university student completing an in-person study as a volunteer or for course credit.","The researcher informs you that they are interested in the beneficial effects of listening to Mozart on test-taking capabilities.","While Mozart music is played, you are then asked to complete a test measuring verbal reasoning, wherein you are asked to fill in the first and last word of example sentences.",2850,3000,4650,"Listening to Mozart will improve test-taking capabilities.","Listening to Mozart will impair test-taking capabilities.","Listening to Mozart will not impact test-taking capabilities.","Listening to Mozart will cause you to experience a complex blend of emotions."
"#34_n_spa","Imagine that you are a university student completing an in-person study as a volunteer or for course credit.","The researcher informs you that they are interested in the non-beneficial effects of listening to Mozart on test-taking capabilities.","While Mozart music is played, you are then asked to complete a test measuring spatial relations, wherein you see unfolding shapes and guess the corresponding folded pattern.",2850,3150,4050,"Listening to Mozart will improve test-taking capabilities.","Listening to Mozart will impair test-taking capabilities.","Listening to Mozart will not impact test-taking capabilities.","Listening to Mozart will cause you to experience a complex blend of emotions."
"#34_n_ver","Imagine that you are a university student completing an in-person study as a volunteer or for course credit.","The researcher informs you that they are interested in the non-beneficial effects of listening to Mozart on test-taking capabilities.","While Mozart music is played, you are then asked to complete a test measuring verbal reasoning, wherein you are asked to fill in the first and last word of example sentences.",2850,3150,4650,"Listening to Mozart will improve test-taking capabilities.","Listening to Mozart will impair test-taking capabilities.","Listening to Mozart will not impact test-taking capabilities.","Listening to Mozart will cause you to experience a complex blend of emotions."
"#35_p_pus","Imagine that you are completing an in-person study as a volunteer or for course credit.","The researcher informs you that, based on a growing amount of research, they believe that listening to Mozart’s music will increase your physical strength.","The experimenter plays Mozart music for ten minutes, shuts it off, and then asks you to complete as many pushups as possible in thirty seconds.",2400,3750,3750,"Listening to Mozart’s music will make you physically stronger.","Listening to Mozart’s music will make you physically weaker.","Listening to Mozart’s music will not impact your physical strength.","Listening to Mozart's music will cause you to experience an enhanced sense of smell."
"#35_n_pus","Imagine that you are completing an in-person study as a volunteer or for course credit.","The researcher informs you that, based on a growing amount of research, they believe that listening to Mozart’s music will decrease your physical strength.","The experimenter plays Mozart music for ten minutes, shuts it off, and then asks you to complete as many pushups as possible in thirty seconds.",2400,3750,3750,"Listening to Mozart’s music will make you physically stronger.","Listening to Mozart’s music will make you physically weaker.","Listening to Mozart’s music will not impact your physical strength.","Listening to Mozart's music will cause you to experience an enhanced sense of smell."
"#36_p_won","Imagine that you are a university student completing an in-person study as a volunteer or for course credit.","The researcher informs you that they are interested in the beneficial effect of listening to Mozart on cognitive performance.","While Mozart music is played, you are then asked to complete a test measuring cognitive performance.",2850,2850,2400,"Listening to Mozart will improve cognitive performance.","Listening to Mozart will impair cognitive performance.","Listening to Mozart will not impact your cognitive performance.","Listening to Mozart will increase your chances of playing an instrument later in life."
"#36_n_won","Imagine that you are a university student completing an in-person study as a volunteer or for course credit.","The researcher informs you that they are interested in the non-beneficial effect of listening to Mozart on cognitive performance.","While Mozart music is played, you are then asked to complete a test measuring cognitive performance.",2850,3000,2400,"Listening to Mozart will improve cognitive performance.","Listening to Mozart will impair cognitive performance.","Listening to Mozart will not impact your cognitive performance.","Listening to Mozart will increase your chances of playing an instrument later in life."
"#37_p_att","Imagine that you are a physical rehabilitative hospital patient who is completing an in-person study as a volunteer.","The researcher informs you that they expect your attitudes towards the hospital and yourself to change due to your 4-6 week hospital stay for physical rehabilitative therapy.","After the hospital stay, they ask you whether your attitudes have changed.",2850,4200,1800,"During a 4-6 week stay at the hospital for physical rehabilitative therapy, your attitudes towards the hospital and yourself will change.","During a 4-6 week stay at the hospital for physical rehabilitative therapy, your body will get progressively stronger.","During a 4-6 week stay at the hospital for physical rehabilitative therapy, your attitudes towards the hospital and yourself will not change.","During a 4-6 week stay at the hospital for physical rehabilitative therapy, you will develop a refined sense of taste."
"#38_p_err","Imagine that you are a university student completing an in-person study as a volunteer.","The researcher informs you that you will be looking at a new screen for commercial airlines. They then inform you that they believe the screen does not meet certain legibility requirements. They add that they thus expect you to make many reading errors while viewing the screen.","You are then shown the screen in a dark room and asked to identify several sets of letters.",2250,7050,2700,"While using an airplane screen prototype, you will make many reading errors.","While using an airplane screen prototype, you will make few reading errors.","While using an airplane screen prototype, you will appreciate its unique design.","While using an airplane screen prototype, you will experienced an enhanced sense of safety."
"#38_n_err","Imagine that you are a university student completing an in-person study as a volunteer.","The researcher informs you that you will be looking at a new screen for commercial airlines. They then inform you that they believe the screen meets, and even exceed, certain legibility requirements. They add that they thus expect you to make only a few reading errors while viewing the screen.","You are then shown the screen in a dark room and asked to identify several sets of letters.",2250,7500,2700,"While using an airplane screen prototype, you will make many reading errors.","While using an airplane screen prototype, you will make few reading errors.","While using an airplane screen prototype, you will appreciate its unique design.","While using an airplane screen prototype, you will experienced an enhanced sense of safety."
"#39_p_sat","Imagine that you are a university student completing a study as volunteers or for extra credit.","The researcher asks you to imagine having a serious disagreement about a romantic partner or close friend. You then read several statements that are similar to the following: “Disagreeing means that our relationship is not good.” The researcher then tells you they expect that saying and believing these statements will make you feel better about your relationship.","After reading the statements, you are asked to report how satisfied you are with your relationship with the close friend.",2400,8550,3000,"Reading and believing the set of statements created by the researcher will make you feel better about your relationship with your friend or romantic partner.","Reading and believing the set of statements created by the researcher will make you feel worse about your relationship with your friend or romantic partner.","Reading and believing the set of statements created by the researcher will not impact how you feel about your relationship with your friend or romantic partner.","Reading and believing the set of statements created by the researcher will inspire you to help others find love."
"#39_n_sat","Imagine that you are a university student completing a study as volunteers or for extra credit.","The researcher asks you to imagine having a serious disagreement about a close friend. You then read several statements that are similar to the following: “Disagreeing does not mean that our relationship is not good.” The researcher then tells you they expect that saying and believing these statements will make you feel worse about your relationship.","After reading the statements, you are asked to report how satisfied you are with your relationship with the close friend.",2400,8400,3000,"Reading and believing the set of statements created by the researcher will make you feel better about your relationship with your friend or romantic partner.","Reading and believing the set of statements created by the researcher will make you feel worse about your relationship with your friend or romantic partner.","Reading and believing the set of statements created by the researcher will not impact how you feel about your relationship with your friend or romantic partner.","Reading and believing the set of statements created by the researcher will inspire you to help others find love."
"#40_p_new","Imagine that you are working a free-lance job where you are paid to complete an online study.","The researcher says you will be indicating which type of news items you most prefer to read. They inform you that they anticipate you will be more likely to choose an article that favors your preferred political party because people tend to seek out information that is consistent with their personal views.","You are presented with a series of article headlines, each which is tagged as coming from either a pro-Republican, pro-Democrat, or non-partisan news source. For each series of headlines, you are asked to indicate which article you prefer.",2700,7800,6150,"You will be more likely to choose an article that favors your preferred political party.","You will be more likely to choose an article that goes against your preferred political party.","You will be equally likely to choose an article that favors vs. disfavors your preferred political party.","You will be more likely to choose an article written by an author of your gender."
"#40_n_new","Imagine that you are working a free-lance job where you are paid to complete an online study.","The researcher says you will be indicating which type of news items you most prefer to read. They inform you that they anticipate you will be more likely to choose an article that goes against your preferred political party because people often strive to hear diverse points of view.","You are presented with a series of article headlines, each which is tagged as coming from either a pro-Republican, pro-Democrat, or non-partisan news source. For each series of headlines, you are asked to indicate which article you prefer.",2700,7350,6150,"You will be more likely to choose an article that favors your preferred political party.","You will be more likely to choose an article that goes against your preferred political party.","You will be equally likely to choose an article that favors vs. disfavors your preferred political party.","You will be more likely to choose an article written by an author of your gender."
"#41_p_nin","Imagine that you are working a free-lance job where you are paid to complete an online study.","The researcher informs you that they believe you will be more inclined to support the tightening of welfare policies if welfare recipients are described as lazy vs. unlucky.","You are then presented with a case study of a hypothetical welfare recipient who is described as either lazy or unlucky. You are then asked to report the extent to which you support restricting access to social welfare.",2700,4200,5700,"You will be more inclined to support the tightening of welfare policies if welfare recipients are described as lazy.","You will be less inclined to support the tightening of welfare policies if welfare recipients are described as lazy.","The way that welfare recipients are described will not impact your support for welfare policies.","You will be more motivated to work harder in your personal life when welfare recipients are described as lazy."
"#41_p_yin","Imagine that you are working a free-lance job where you are paid to complete an online study.","The researcher informs you that they believe you will be more inclined to support the tightening of welfare policies if welfare recipients are described as lazy vs. unlucky. They also inform you that you will receive a $0.25 bonus payment if your response is consistent with their hypothesis.","You are then presented with a case study of a hypothetical welfare recipient who is described as either lazy or unlucky. You are then asked to report the extent to which you support restricting access to social welfare.",2700,7350,5700,"You will be more inclined to support the tightening of welfare policies if welfare recipients are described as lazy.","You will be less inclined to support the tightening of welfare policies if welfare recipients are described as lazy.","The way that welfare recipients are described will not impact your support for welfare policies.","You will be more motivated to work harder in your personal life when welfare recipients are described as lazy."
