scenario_description_1/3,scenario_description_2/3,scenario_description_3/3,hypothesis_check_item1,hypothesis_check_item2,hypothesis_check_item3,hypothesis_check_item4
Imagine that you are a university student completing an in-person study as a volunteer or for course credit.,The researcher informs you that they are interested in the non-beneficial effects of listening to Mozart on test-taking capabilities.,"While Mozart music is played, you are then asked to complete a test measuring spatial relations, wherein you see unfolding shapes and guess the corresponding folded pattern.",Listening to Mozart will improve test-taking capabilities.,Listening to Mozart will impair test-taking capabilities.,Listening to Mozart will not impact test-taking capabilities.,Listening to Mozart will cause you to experience a complex blend of emotions.
Imagine that you are a university student completing an in-person study as a volunteer or for course credit.,The researcher informs you that they are interested in the non-beneficial effects of listening to Mozart on test-taking capabilities.,"While Mozart music is played, you are then asked to complete a test measuring verbal reasoning, wherein you are asked to fill in the first and last word of example sentences.",Listening to Mozart will improve test-taking capabilities.,Listening to Mozart will impair test-taking capabilities.,Listening to Mozart will not impact test-taking capabilities.,Listening to Mozart will cause you to experience a complex blend of emotions.
Imagine that you are completing an in-person study as a volunteer or for course credit.,"The researcher informs you that, based on a growing amount of research, they believe that listening to Mozart’s music will increase your physical strength.","The experimenter plays Mozart music for ten minutes, shuts it off, and then asks you to complete as many pushups as possible in thirty seconds.",Listening to Mozart’s music will make you physically stronger.,Listening to Mozart’s music will make you physically weaker.,Listening to Mozart’s music will not impact your physical strength.,Listening to Mozart's music will cause you to experience an enhanced sense of smell.
Imagine that you are completing an in-person study as a volunteer or for course credit.,"The researcher informs you that, based on a growing amount of research, they believe that listening to Mozart’s music will decrease your physical strength.","The experimenter plays Mozart music for ten minutes, shuts it off, and then asks you to complete as many pushups as possible in thirty seconds.",Listening to Mozart’s music will make you physically stronger.,Listening to Mozart’s music will make you physically weaker.,Listening to Mozart’s music will not impact your physical strength.,Listening to Mozart's music will cause you to experience an enhanced sense of smell.
Imagine that you are a university student completing an in-person study as a volunteer or for course credit.,The researcher informs you that they are interested in the beneficial effect of listening to Mozart on cognitive performance.,"While Mozart music is played, you are then asked to complete a test measuring cognitive performance.",Listening to Mozart will improve cognitive performance.,Listening to Mozart will impair cognitive performance.,Listening to Mozart will not impact your cognitive performance.,Listening to Mozart will increase your chances of playing an instrument later in life.
Imagine that you are a university student completing an in-person study as a volunteer or for course credit.,The researcher informs you that they are interested in the non-beneficial effect of listening to Mozart on cognitive performance.,"While Mozart music is played, you are then asked to complete a test measuring cognitive performance.",Listening to Mozart will improve cognitive performance.,Listening to Mozart will impair cognitive performance.,Listening to Mozart will not impact your cognitive performance.,Listening to Mozart will increase your chances of playing an instrument later in life.
Imagine that you are a physical rehabilitative hospital patient who is completing an in-person study as a volunteer.,The researcher informs you that they expect your attitudes towards the hospital and yourself to change due to your 4-6 week hospital stay for physical rehabilitative therapy.,"After the hospital stay, they ask you whether your attitudes have changed.","During a 4-6 week stay at the hospital for physical rehabilitative therapy, your attitudes towards the hospital and yourself will change.","During a 4-6 week stay at the hospital for physical rehabilitative therapy, your body will get progressively stronger.","During a 4-6 week stay at the hospital for physical rehabilitative therapy, your attitudes towards the hospital and yourself will not change.","During a 4-6 week stay at the hospital for physical rehabilitative therapy, you will develop a refined sense of taste."
Imagine that you are a university student completing an in-person study as a volunteer.,The researcher informs you that you will be looking at a new screen for commercial airlines. They then inform you that they believe the screen does not meet certain legibility requirements. They add that they thus expect you to make many reading errors while viewing the screen.,You are then shown the screen in a dark room and asked to identify several sets of letters.,"While using an airplane screen prototype, you will make many reading errors.","While using an airplane screen prototype, you will make few reading errors.","While using an airplane screen prototype, you will appreciate its unique design.","While using an airplane screen prototype, you will experienced an enhanced sense of safety."
Imagine that you are a university student completing an in-person study as a volunteer.,"The researcher informs you that you will be looking at a new screen for commercial airlines. They then inform you that they believe the screen meets, and even exceed, certain legibility requirements. They add that they thus expect you to make only a few reading errors while viewing the screen.",You are then shown the screen in a dark room and asked to identify several sets of letters.,"While using an airplane screen prototype, you will make many reading errors.","While using an airplane screen prototype, you will make few reading errors.","While using an airplane screen prototype, you will appreciate its unique design.","While using an airplane screen prototype, you will experienced an enhanced sense of safety."
Imagine that you are a university student completing a study as volunteers or for extra credit.,The researcher asks you to imagine having a serious disagreement about a romantic partner or close friend. You then read several statements that are similar to the following: “Disagreeing means that our relationship is not good.” The researcher then tells you they expect that saying and believing these statements will make you feel better about your relationship.,"After reading the statements, you are asked to report how satisfied you are with your relationship with the close friend.",Reading and believing the set of statements created by the researcher will make you feel better about your relationship with your friend or romantic partner.,Reading and believing the set of statements created by the researcher will make you feel worse about your relationship with your friend or romantic partner.,Reading and believing the set of statements created by the researcher will not impact how you feel about your relationship with your friend or romantic partner.,Reading and believing the set of statements created by the researcher will inspire you to help others find love.
Imagine that you are a university student completing a study as volunteers or for extra credit.,The researcher asks you to imagine having a serious disagreement about a close friend. You then read several statements that are similar to the following: “Disagreeing does not mean that our relationship is not good.” The researcher then tells you they expect that saying and believing these statements will make you feel worse about your relationship.,"After reading the statements, you are asked to report how satisfied you are with your relationship with the close friend.",Reading and believing the set of statements created by the researcher will make you feel better about your relationship with your friend or romantic partner.,Reading and believing the set of statements created by the researcher will make you feel worse about your relationship with your friend or romantic partner.,Reading and believing the set of statements created by the researcher will not impact how you feel about your relationship with your friend or romantic partner.,Reading and believing the set of statements created by the researcher will inspire you to help others find love.
Imagine that you are working a free-lance job where you are paid to complete an online study.,The researcher says you will be indicating which type of news items you most prefer to read. They inform you that they anticipate you will be more likely to choose an article that favors your preferred political party because people tend to seek out information that is consistent with their personal views.,"You are presented with a series of article headlines, each which is tagged as coming from either a pro-Republican, pro-Democrat, or non-partisan news source. For each series of headlines, you are asked to indicate which article you prefer.",You will be more likely to choose an article that favors your preferred political party.,You will be more likely to choose an article that goes against your preferred political party.,You will be equally likely to choose an article that favors vs. disfavors your preferred political party.,You will be more likely to choose an article written by an author of your gender.
Imagine that you are working a free-lance job where you are paid to complete an online study.,The researcher says you will be indicating which type of news items you most prefer to read. They inform you that they anticipate you will be more likely to choose an article that goes against your preferred political party because people often strive to hear diverse points of view.,"You are presented with a series of article headlines, each which is tagged as coming from either a pro-Republican, pro-Democrat, or non-partisan news source. For each series of headlines, you are asked to indicate which article you prefer.",You will be more likely to choose an article that favors your preferred political party.,You will be more likely to choose an article that goes against your preferred political party.,You will be equally likely to choose an article that favors vs. disfavors your preferred political party.,You will be more likely to choose an article written by an author of your gender.
Imagine that you are working a free-lance job where you are paid to complete an online study.,The researcher informs you that they believe you will be more inclined to support the tightening of welfare policies if welfare recipients are described as lazy vs. unlucky.,You are then presented with a case study of a hypothetical welfare recipient who is described as either lazy or unlucky. You are then asked to report the extent to which you support restricting access to social welfare.,You will be more inclined to support the tightening of welfare policies if welfare recipients are described as lazy.,You will be less inclined to support the tightening of welfare policies if welfare recipients are described as lazy.,The way that welfare recipients are described will not impact your support for welfare policies.,You will be more motivated to work harder in your personal life when welfare recipients are described as lazy.
Imagine that you are working a free-lance job where you are paid to complete an online study.,The researcher informs you that they believe you will be more inclined to support the tightening of welfare policies if welfare recipients are described as lazy vs. unlucky. They also inform you that you will receive a $0.25 bonus payment if your response is consistent with their hypothesis.,You are then presented with a case study of a hypothetical welfare recipient who is described as either lazy or unlucky. You are then asked to report the extent to which you support restricting access to social welfare.,You will be more inclined to support the tightening of welfare policies if welfare recipients are described as lazy.,You will be less inclined to support the tightening of welfare policies if welfare recipients are described as lazy.,The way that welfare recipients are described will not impact your support for welfare policies.,You will be more motivated to work harder in your personal life when welfare recipients are described as lazy.
