"","title","abstract","MW_include","MW_rationale","NC_include","NC_rationale","note","authors","year","link","database"
"859","Once and again: Repeated viewing affects judgments of spontaneity and preparation","Reality is fleeting, and any moment can only be experienced once. Re-watching a video, on the other hand, allows people to observe the exact same moment in time repeatedly. We propose that people apply their understanding of repetition in the real world to the replay context, failing to fully distinguish behavior that they merely observe again (through video replay) from that behavior being performed again in the exact same way. Ten experiments (N = 9,334) support this idea across a broad assortment of stimuli that includes auditions, dances, commercials, and public speeches. We demonstrate that re-watching makes a videotaped behavior appear more rehearsed and less spontaneous, as if the actor in the replayed video were simply precisely repeating the same set of actions. We rule out alternate explanations including repetition increasing accuracy of judgments, mere exposure leading to a positivity bias, and experimenter demand effects. These findings build on an influential literature showing that incidental video features like perspective or slow motion can meaningfully change how people judge the action of the video. Video re-watching may inadvertently shape judgments in contexts ranging from mundane to consequential. To understand how a video is going to influence its viewer, one will need to consider not only its content, but also how often it is viewed. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","","","","","","Donnelly, Kristin N.","2024","https://www.proquest.com/dissertations-theses/once-again-repeated-viewing-affects-judgments/docview/2916079319/se-2?accountid=14026","APA PsycInfo (2024)"
"860","When is fun ""fun""? An examination of the effects of contextual factors on appraisals of fun in the workplace","Increasing fun in the workplace is a widely touted, but little-studied, organizational intervention purported to improve a variety of employee outcomes, such as satisfaction, engagement, performance, and turnover. Some researchers have rightly noted, however, that ""fun"" activities introduced by organizations may not always be fun for employees or lead to the anticipated positive outcomes. The limited qualitative and conceptual work has identified several contextual variables surrounding fun activities that are likely to impact how these activities are appraised and experienced, and thus, whether they are associated with positive outcomes. This study utilized an experimental vignette design to investigate the effects of three such contextual variables on anticipatory appraisals of fun activities: voluntariness (i.e., whether participation is optional or required), those involved (i.e., whether other colleagues in attendance will be friends or acquaintances), and purpose of the activity (i.e., whether the activity is to benefit employees or the organization). Results from 403 participants suggest that both voluntariness and those involved have a significant impact on appraisals of events, as does participant extraversion and attitudes toward fun in the workplace. Despite limitations of vignette studies such as the potential for demand effects and lack of necessary context, the study contributes to our theoretical understanding of when fun is fun and provides clear guidance to organizations that fun is most likely to be appraised positively when events are voluntary and friends are involved, and by employees who are extraverted and believe fun in the workplace is appropriate. Future research should investigate other factors affecting appraisals and experiences of fun in the workplace and further explore the mechanisms of fun. (PsycInfo Database Record (c) 2023 APA, all rights reserved)","","","","","","Freier, Lindsey Marie","2024","https://www.proquest.com/dissertations-theses/when-is-fun-examination-effects-contextual/docview/2900343234/se-2?accountid=14026","APA PsycInfo (2024)"
"861","Concordance of informant and self-reported ratings on the Frontal Systems Behavior Scale in adult survivors of pediatric brain tumor","Objective: It has been theorized that pediatric brain tumor survivors may have reduced insight into their executive functioning. Agreement between informants and survivors has been used to probe this theory, but findings have been inconsistent. This study sought to expand on prior work by examining the relationship between participant role and ratings on the Frontal Systems Behavior Scale (FrSBe) among 73 adult survivors and their informants. This study also sought to test whether agreement on scores varied as a function of tumor treatment. Method: Dyadic mixed effects models examined the relationship between participant ratings on FrSBe subscales and the role of a participant (survivor or informant). Intraclass correlations (ICC) were used to calculate reliable change indices to evaluate significant divergence in self and informant agreement. Results: Dyadic mixed effects models showed an insignificant relationship between participant role and ratings on the FrSBe apathy and executive dysfunction subscales. Participant role was related to ratings on the disinhibition subscale of the FrSBe. The ICC for apathy was ICC = .583, for disinhibition ICC = .420, and for executive dysfunction ICC = .373. Significant divergence in scores did not vary by history of chemoradiation. Conclusions: Results demonstrate an effect of role on one FrSBe subscale and weak to moderate agreement between survivor and informant scores, which suggests that agreement between informants and survivors varies by FrSBe domain. The strongest relationship between survivors and informants was seen on apathy, which suggests that apathy is a shared concern for survivors and their families. (PsycInfo Database Record (c) 2024 APA, all rights reserved) (Source: journal abstract)","","","","","","Haller, Olivia C.;Tighe, Elizabeth L.;King, Tricia Z.","2024","https://www.proquest.com/scholarly-journals/concordance-informant-self-reported-ratings-on/docview/2796449455/se-2?accountid=14026","APA PsycInfo (2024)"
"862","Is gaze cuing more like endogenous or exogenous orienting?","People shift their attention in the direction of another person’s gaze. This phenomenon, called gaze cuing, shares properties with purely endogenous (i.e., “deliberate”) and purely exogenous (i.e., “reflexive”) control of spatial attention. For example, as with purely endogenous orienting, gaze cues appear at visual fixation; yet, as with purely exogenous orienting, gaze cues elicit shifts of attention rapidly after their appearance. Prior experiments have shown that when controlled endogenously versus exogenously, the effects of attention upon the processing of targets are dramatically different. Briand and Klein (1987; see also Briand, 1998) showed that endogenous orienting is additive with opportunities for illusory conjunctions, whereas exogenous orienting is interactive. Klein (1994) showed that endogenous orienting is interactive with nonspatial expectancies, whereas exogenous orienting is additive. In the present project, we applied this double-dissociation strategy to attention controlled by gaze cues. In Experiment 1, gaze cuing effects (in accuracy) were additive with opportunities for illusory conjunctions (akin to endogenous control), whereas in Experiment 2, gaze cuing was additive with the nonspatial expectancy effect (akin to exogenous orienting). Therefore, in the nature of its effects upon performance, gaze cuing functions like a hybrid of endogenous and exogenous orienting. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)","","","","","","Murray, Nicholas E.;Drake, Richard S.;Klein, Raymond M.","2023","https://www.proquest.com/scholarly-journals/is-gaze-cuing-more-like-endogenous-exogenous/docview/2885245734/se-2?accountid=14026","APA PsycInfo (2024)"
"863","School bullying and self-efficacy in adolescence: A meta-analysis","Introduction Given that literature has examined the relation between school bullying and self-efficacy, findings have been mixed. This meta-analysis aimed to clarify whether school bullying is associated with adolescents' self-efficacy, a key component of social information processing essential for the evaluation of potential behavioral responses. We further examined moderators associated with heterogeneity in the above relation, including participant roles, types of school bullying, types of self-efficacy, and demographic factors (e.g., age, gender, and cultural background). Method This study followed the Preferred Reporting Items for Systematic Reviews and Meta-analyses Statement for searching, identifying, and screening eligible articles. A total of 53 articles ( N = 71,661; M age = 12.69 years) were included (50 in English and 3 in Chinese). Articles were coded by two graduate-level coders independently with a high inter-rater reliability (97.12%). Results The results showed that (1) school bullying was negatively associated with self-efficacy ( r = -.07, p &lt; .001) among adolescents, and (2) the above relation varied by participant role (e.g., bullies, victims, bully-victims, and defenders), types of school bullying (e.g., traditional bullying, cyberbullying, and both), and types of self-efficacy (e.g., general and domain-specific self-efficacy). Findings The findings highlight that school bullying is associated with disruptive cognitive processing in adolescence, low self-efficacy in particular, and the heterogeneity should be considered to fully understand the association between school bullying and self-efficacy among adolescents. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)","","","","","","Liu, Yanxi;Yu, Xiaohong;An, Fusen;Wang, Yiji","2023","https://www.proquest.com/scholarly-journals/school-bullying-self-efficacy-adolescence-meta/docview/2864602993/se-2?accountid=14026","APA PsycInfo (2024)"
"864","The relative frequency of true and false confessions and denials in an experimental paradigm designed to investigate deception detection","ABSTRACT Truth-default theory (TDT) proposes that deception is infrequent relative to honesty and that deception requires a motive. TDT further lists confessed deception as a viable method of improving deception detection accuracy. Findings from the experimental literature on false confessions conflict with TDT predictions suggesting that confessions might be an important boundary condition for the theory. Data from various versions of a cheating experiment (N = 485) were reexamined for the rates of true and false confessions and denials under different types of interrogation strategies including accusatory questioning and false evidence ploys. Frequent honest but not false confessions were observed. Demand effects, communication goals, and deception motives are proposed as potential explanations for the conflicting findings. The results are interpreted and framed within TDT. Suggestions are provided for practitioners and for future research. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)","","","","","","Levine, Timothy R.","2023","https://www.proquest.com/scholarly-journals/relative-frequency-true-false-confessions-denials/docview/2895386669/se-2?accountid=14026","APA PsycInfo (2024)"
"865","Perspective-taking and belief in a just world matter: Adolescents’ role experiences in bullying processes","Bullying is a serious problem around the world, especially among adolescents. Evidence exists that low levels of social perspective-taking as well as belief in a just world played an important role in bullying. Both dispositions function as psychological resources that may help students behave appropriately in social life. Previous research identified distinct bullying roles such as perpetrator, victim, assistant, reinforcer, defender, and bystander experiences. Although this participant-role approach has been extensively investigated in the last years, a simultaneous examination of students’ perspective-taking and belief in a just world in relation to their experiences in these roles is still missing. This study’s objective was to examine a differential approach of school students’ visuospatial and dispositional social perspective-taking, emotional concern, and personal belief in a just world in relation to their experiences in bullying roles. We tested these relations in a sample of n = 1309 adolescents (50.6% female, M age = 13.73, SD age = 0.85) from 38 schools in Germany. The results from a latent structural-equation model suggested that experiences as a perpetrator, assistant, reinforcer but also as defender related to low visuospatial social perspective-taking. Emotional concern was positively related to defender experiences. Personal belief in a just world was negatively associated with experiences as a perpetrator and a victim. The results underline the importance of disentangling concurrent contributions of perspective-taking and belief in a just world related to the bullying roles. We conclude that adolescents’ visuospatial social perspective taking seems to be a further mental resource against antisocial behavior in bullying. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)","","","","","","Wolgast, Anett;Donat, Matthias;Liesen, Johanna;Rüprich, Claudia","2023","https://www.proquest.com/scholarly-journals/perspective-taking-belief-just-world-matter/docview/2729100801/se-2?accountid=14026","APA PsycInfo (2024)"
"866","Resilience and depressive symptoms in inpatients with depression: A cross-lagged panel model","Background Resilience—the ability to bounce back or quickly recover from stress—has been found to predict treatment outcome in patients with mental disorders such as depression. The current study aimed to test whether resilience itself changes during treatment and whether resilience exclusively predicts changes in depressive symptoms or whether depressive symptoms also predict changes in resilience. Methods Inpatients with depression (N = 2165; average length of stay M = 60 days, SD = 32) completed the Brief Resilience Scale and the Patient Health Questionnaire Depression Scale at admission and discharge, scores of which were used to run a cross-lagged panel model. Results Resilience increased and depressive symptoms decreased from admission to discharge. Cross-sectionally, higher resilience was related to lower depressive symptoms at admission and at discharge. Prospectively, higher resilience at admission predicted stronger decreases in depressive symptoms, and higher depressive symptoms at admission predicted smaller increases in resilience. Limitations Self-report questionnaires may potentially be biased (e.g., through recall bias, social desirability, or demand effects). Conclusions The current study further supports that resilience is related not only to fewer mental health problems cross-sectionally but also is sensitive to change and a predictor of treatment outcome in patients with mental disorders. Given this pivotal role in mental health, the current findings highlight the importance of prevention and intervention approaches for promoting resilience in the general population and in persons with mental disorders in particular. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)","","","","","","Meule, Adrian;Lieb, Klaus;Chmitorz, Andrea;Voderholzer, Ulrich","2023","https://www.proquest.com/scholarly-journals/resilience-depressive-symptoms-inpatients-with/docview/2885245961/se-2?accountid=14026","APA PsycInfo (2024)"
"867","Evaluating an integrated promotion and prevention bystander approach: Early evidence of intervention benefits and moderators","Bullying victimization remains a pressing concern to the health and development of U.S. adolescents. Victims of bullying face threats to their safety and education. Hence, interventions are needed to prevent bullying and equip others to intervene in bullying situations. Prior research has examined preventive interventions with little consideration of promotion-tailored, peace-encouraging, interventions. Further, there is a need to test whether people’s motives toward preventive and promotive actions may fit with certain intervention tracks. Here, we tested an upstander approach consisting of a universal assembly presentation with promotion-oriented education (Promote Caring) and prevention-oriented education (Say Something), as well as a tailored 150-minute workshop (Upstanding for Promotion-Prevention). High school students (n = 388; 53.9% girls) participated in the study with a control group (n = 335) and intervention group who self-selected to experience upstanding for peace promotion (n = 15) or upstanding for bullying prevention (n = 35). Students in the prevention-tailored track reported stronger safety beliefs (violence prevention beliefs and care promotion beliefs) than students in the control group and endorsed using more defending actions than control-group students. Students’ gain, non-gain, and loss motivations moderated ties between upstanding track involvement and post-test safety beliefs, barriers to upstanding, and defending behaviors. (PsycInfo Database Record (c) 2024 APA, all rights reserved) (Source: journal abstract)","","","","","","Booker, Jordan;McCarty, Shane;Pacqué, Kyle;Liskey, Megan","2023","https://www.proquest.com/scholarly-journals/evaluating-integrated-promotion-prevention/docview/2956833396/se-2?accountid=14026","APA PsycInfo (2024)"
"868","Manipulating free will beliefs using online video games","Research in social psychology and experimental philosophy has investigated lay people’s free will beliefs (FWB). Using different approaches (i.e. experimental manipulations and vignette studies), they investigated how FWB relate to other concepts, and whether changing FWB has an impact on downstream processes such as social behavior. However, both approaches have shortcomings. While experimental manipulations used in social psychology suffer from demand effects, vignettes used in experimental philosophy are often highly abstract. Across two pre-registered studies, we developed a new approach by merging them in an online video game setting. Using this novel, experience-based FWB manipulation, we found that decreasing FWB impacted variables such as perceived control and responsibility in both studies. While the experience-based manipulation influenced participants’ beliefs in free will within the context of the experience (“Within the context of the scenario, would the agent believe in free will?”) in the first study, this manipulation effect did not transfer to participants’ general FWB (“Do you believe in free will?”) in the second study. Overall, our findings suggest a way forward in studying laypeople’s beliefs in free will. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)","","","","","","Tavernier, Nel;Wisniewski, David;Brass, Marcel","2023","https://www.proquest.com/scholarly-journals/manipulating-free-will-beliefs-using-online-video/docview/2794798424/se-2?accountid=14026","APA PsycInfo (2024)"
"869","Does defending affect adolescents' peer status, or vice versa? Testing the moderating effects of empathy, gender, and anti-bullying norms","This study examined bidirectional associations between students' bully-directed defending behavior and their peer status (being liked or popular) and tested for the moderating role of empathy, gender, and classroom anti-bullying norms. Three waves of data were collected at 4–5-month time intervals among 3680 Finnish adolescents (M age = 13.94, 53.0% girls). Cross-lagged panel analyses showed that defending positively predicted popularity and, to a larger degree, being liked over time. No moderating effect of empathy was found. Popularity was more strongly predictive of defending, and defending was more strongly predictive of status among girls than among boys. Moreover, the positive effects of both types of status on defending were—albeit to a limited extent—stronger in classrooms with higher anti-bullying norms. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)","","","","","","Laninga-Wijnen, Lydia;Malamut, Sarah T.;Garandeau, Claire F.;Salmivalli, Christina","2023","https://www.proquest.com/scholarly-journals/does-defending-affect-adolescents-peer-status/docview/2796448171/se-2?accountid=14026","APA PsycInfo (2024)"
"870","The effects of cognitive bias modification on hostile interpretation bias and aggressive behavior: A systematic review and meta-analysis","BackgroundThis systematic review and meta-analysis examined the efficacy of Cognitive Bias Modification of Interpretation (CBM-I) to reduce hostile interpretation bias and aggressive behavior.MethodsWe searched PsycINFO, PubMed, Embase, Web of Science, and Cochrane Library databases up until January 1, 2023, and assessed risk of bias using Cochrane’s risk of bias tool (RoB 2). We used multi-level meta-analysis to synthesize effect sizes.ResultsFourteen articles including 16 randomized studies met the inclusion criteria, yielding data from 1449 participants. CBM-I had medium effects on hostile interpretation (d = -0.62, p &lt; .001) and benign interpretation (d = 0.71, p &lt; .001), and a small effect on aggressive behavior (d = -0.28, p = .017). However, effects on interpretation bias were significant only for measures that were similar to the training method, suggesting that CBM-I effects do not generalize beyond the training task. Moreover, effects on aggressive behavior were significant only for self-reported aggression, suggesting demand effects. Effects on non-self-reported aggression were small and even zero after excluding one study with an exceptionally large effect size.ConclusionThere currently is insufficient evidence to use CBM-I as a treatment component to reduce aggressive behavior. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)","","","","","","AlMoghrabi, Nouran;Verhoef, Rogier E. J.;Smeijers, Danique;Huijding, Jorg;van Dijk, Anouk","2023","https://www.proquest.com/scholarly-journals/effects-cognitive-bias-modification-on-hostile/docview/2851980294/se-2?accountid=14026","APA PsycInfo (2024)"
"871","Adolescent victimization predicts adult depression and aggression: The role of rumination","Victimization during school years can have detrimental effects on individuals’ adjustment, lasting even into adulthood. In the current study, we examine whether there is an indirect effect of victimization on adult depression and aggression, via sad and angry rumination about past victimization. Participants included 1,319 Finnish individuals (59.5% identified as women; 97.4 native Finns) who were followed from adolescence into adulthood ( M age = 25.78, SD = 1.35). Victimization was indirectly associated with adult depression and aggression, through sad and angry ruminations, respectively. The findings suggest that intervention efforts targeting rumination could help victimized individuals avoid lasting ill effects from their experiences. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)","","","","","","Malamut, Sarah T.;Salmivalli, Christina","2023","https://www.proquest.com/scholarly-journals/adolescent-victimization-predicts-adult/docview/2828416189/se-2?accountid=14026","APA PsycInfo (2024)"
"872","Profiles of participant roles in offline bullying and cyberbullying and normative beliefs among Korean adolescents","This study identified patterns of bullying roles in offline and cyber contexts among Korean adolescents and investigated their relationships with normative beliefs about offline bullying and cyberbullying. Four distinct latent classes of participant roles in offline bullying and cyberbullying emerged through a person-centered latent profile analysis: (a) low involvement (54%), (b) bully/victim-nondefenders (9.9%), (c) defenders (17%), and (d) offline bully-cyber outsiders (19.1%). Adolescents in the defenders class reported the highest levels of defending behavior both online and offline compared with adolescents in the other classes, while adolescents in the bully/victim-nondefenders class reported the highest levels in all roles except for the defending role (i.e., bully, follower, outsider, and victim roles). The overall pattern of the results was similar for the bully/victim-nondefenders and the offline bully-cyber outsiders class, though these two classes have marked differences in cyberbullying scores. The results indicated unique differences regarding antecedents (normative beliefs about offline bullying and cyberbullying) tied to patterns of roles in offline bullying and cyberbullying. The findings suggest that preventive interventions against bullying are possible by changing personal beliefs about offline bullying and cyberbullying. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)","","","","","","Seo, Mijung","2023","https://www.proquest.com/scholarly-journals/profiles-participant-roles-offline-bullying/docview/2848454933/se-2?accountid=14026","APA PsycInfo (2024)"
"873","Directional is the new null? A comment on Bushman and Anderson (2021)","Bushman and Anderson (2021) have recently argued that the evidence of harm after playing violent video games is so strong that this effect should be our starting point for future research. They base this claim on an argument that: (a) many professional bodies agree with this opinion; (b) strong theories, such as their General Aggression Model (GAM), predict such outcomes; (c) experimental and meta-analytic studies back such a claim; and (d) people who do not obtain this effect are in the minority and their studies have methodological shortcomings or they misanalyze their data. It is argued here that this is not consistent with the precepts of falsificationism and that: (a) their argument from authority is problematic; (b) they appear unconcerned with, or unaware of, increasing null studies, particularly missing out international research or preregistered studies; (c) the majority of research groups outside of Bushman/Anderson and their coauthors do not concur with their results; and (d) there are theories (e.g., the Immersive Media Prediction model) which better account for the data than their GAM. It is also argued that when theories and data collide it is the theories that need revision not the data, demand effects of researchers are strong in gaming research, and Bushman and Anderson’s results may themselves have been influenced by their methodology rather than accurately describing a naturally occurring weakness in the human condition. It is also argued that we need a more collegial approach to gaming research and make suggestions to facilitate this shift. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)","","","","","","Devilly, Grant J.;Drummond, Aaron;Sauer, James D.;Copenhaver, Allen;Kneer, Julia;Ferguson, Christopher J.","2023","https://www.proquest.com/scholarly-journals/directional-is-new-null-comment-on-bushman/docview/2841108852/se-2?accountid=14026","APA PsycInfo (2024)"
"874","Defender self-efficacy and defender behaviour in school bullying of primary school pupils: The role of perceived responsibility and sex","This study examined the relationship between bullying defender self-efficacy and bullying defender behaviour in primary school pupils and the role perceived responsibility and sex played in this relationship. Participants included 1 310 pupils from Chinese primary schools attending Grades 4 to 6 (boys = 47.7%, girls = 52.3%; mean age = 10.97 years, SD = 0.98 years, age range = 8 to 14 years). Participants completed the Defender Self-Efficacy Scale, the Perceived Responsibility Scale, and the Participant Role Behaviour Scale, respectively. Following structural equation modelling, the results indicated that bullying defender self-efficacy directly predicted bullying defender behaviour in the school pupils. Perceived responsibility strengthened the association between bullying defender self-efficacy and bullying defender behaviour partly in boys, while the association between bullying defender self-efficacy and bullying defender behaviour was higher in girls rather than boys. These findings show that prosocial behaviour of primary school children from a collectivist culture is influenced by gender, so that gender is an important factor to consider when designing anti-bullying interventions for improved school citizenship. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)","","","","","","Wu, Yuping;Shi, Leishan;Zhou, Yanfang;Zhang, Qi","2023","https://www.proquest.com/scholarly-journals/defender-self-efficacy-behaviour-school-bullying/docview/2828416516/se-2?accountid=14026","APA PsycInfo (2024)"
"875","Peer victimization and empathy for victims of bullying: A test of bidirectional associations in childhood and adolescence","Anti-bullying interventions often assume that knowing how it feels to be bullied increases empathy for victims. However, longitudinal research on actual experiences of bullying and empathy is lacking. This study investigated whether within-person changes in victimization predicted changes in empathy over 1 year using random-intercept cross-lagged panel models. Self- and peer-reported victimization, and cognitive and affective empathy for victims were measured in a sample of 15,713 Finnish youth ( M age = 13.23, SD age = 2.01, 51.6% female; 92.5% had Finnish-speaking parents; data was collected in 2007–2009 when information about participants’ race/ethnicity was not available due to ethical guidelines for the protection of personal information). Results indicated small, positive longitudinal associations from victimization to cognitive empathy. Implications for empathy-raising interventions are discussed. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)","","","","","","Trach, Jessica;Garandeau, Claire F.;Malamut, Sarah T.","2023","https://www.proquest.com/scholarly-journals/peer-victimization-empathy-victims-bullying-test/docview/2778383320/se-2?accountid=14026","APA PsycInfo (2024)"
"876","Metacognitive differentiation of item memory and source memory in schema-based source monitoring","Item memory and source memory are different aspects of episodic remembering. To investigate metamemory differences between them, the authors assessed systematic differences between predictions of item memory via Judgments of Learning (JOLs) and source memory via Judgments of Source (JOSs). Schema-based expectations affect JOLs and JOSs differently: Judgments are higher for expected source–item pairs (e.g., “nightstand in the bedroom”) than unexpected pairs (e.g., “bed in the bathroom”), but this expectancy effect is stronger on JOSs than JOLs (Schaper et al., 2019b). The current study tested theoretical underpinnings of this difference. Due to semantic priming, JOLs should be influenced by the consistency between an item and any of the schemas activated at study. JOSs, however, should be influenced by the (in)consistency between an item and its actual source. In three experiments, source–item pairs varied in strength of consistency and inconsistency. Participants provided item-wise JOLs and JOSs. Regardless of an items’ actual source, JOLs were higher the more consistent an item was with any of the source schemas, but only if that schema was activated by occurring as a source at study. JOLs were also biased by the actual source: JOLs were lower the more inconsistent an item was with its actual source. By contrast, JOSs were primarily influenced by an item’s (in)consistency with its actual source (positively for consistency, negatively for inconsistency). Thus, participants metacognitively differentiated item memory and source memory. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)","","","","","","Schaper, Marie Luisa;Kuhlmann, Beatrice G.;Bayen, Ute J.","2023","https://www.proquest.com/scholarly-journals/metacognitive-differentiation-item-memory-source/docview/2754546759/se-2?accountid=14026","APA PsycInfo (2024)"
"877","Cautious optimism regarding the use of home-based neuromodulation to treat depression","Comments on an article by R. Morriss et al. (see record 2023-48972-015). Depression is associated with substantial global burden and disability. A large, multi-centre, double-blind, randomized controlled trial by Richard Morriss and colleagues examined the clinical effectiveness of cranial electro stimulation with the Alpha-Stim Anxiety Insomnia and Depression (AID) device, compared with sham stimulation, in people with primary major depression. This study is important, given the ongoing concerns regarding the widespread hype and marketing of cranial electrotherapy devices for neuropsychiatric conditions, despite insufficient high-quality research to support their effectiveness. The study examined the effectiveness of Alpha-Stim AID treatment that was self-administered at home for 1 h per day for 8 weeks, in patients recruited from primary care settings. A key finding of the study was that active Alpha-Stim AID treatment was not superior to sham stimulation, with both groups reporting substantial improvement in depression symptoms according to the GRID version of the 17-item Hamilton Depression Rating Scale (GRID-HDRS-17). However, the possibility of confounding due to an expectancy effect cannot be excluded, given the novelty of the treatment. This influence could partly explain the decrease in the mean severity score for depression in both groups. Furthermore, although the authors chose to assess treatment adherence to active or sham Alpha-Stim AID at 50% of the intervention time, additional analysis examining the differences in effectiveness outcomes in the two groups with more stringent adherence criteria could have been done. The work by Morriss and colleagues offers hope regarding the safety of the Alpha-Stim AID device in treating major depressive disorder at home. However, given that the effectiveness of active treatment was not superior to sham stimulation, further evidence is required before it can be recommended as a routine treatment strategy for depressive disorders. (PsycInfo Database Record (c) 2023 APA, all rights reserved)","","","","","","Satish, Suhas","2023","https://www.proquest.com/scholarly-journals/cautious-optimism-regarding-use-home-based/docview/2810948120/se-2?accountid=14026","APA PsycInfo (2024)"
"878","Does defending victimized peers put youth at risk of being victimized?","Defending peers who have been bullied is often thought to put defenders at risk of becoming victimized themselves. The study investigated the concurrent and prospective associations between defending and (peer- and self-reported) victimization, and examined popularity and classroom norms as potential moderators. Participants included 4085 Finnish youth (43.9% boys; M age = 14.56, SD = .75; 97% born in Finland). Concurrently, defending was positively associated with self-reported victimization in classrooms with high bullying-popularity norms ( b = .28, SE = .16). Defending was negatively associated with peer-reported victimization in classrooms with high defending-popularity norms ( b = -.07, SE = .03). Defending was not significantly associated with future victimization, suggesting that it is generally not a risk factor for victimization. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)","","","","","","Malamut, Sarah T.;Trach, Jessica;Garandeau, Claire F.;Salmivalli, Christina","2023","https://www.proquest.com/scholarly-journals/does-defending-victimized-peers-put-youth-at-risk/docview/2725236546/se-2?accountid=14026","APA PsycInfo (2024)"
"879","Toward a better understanding of the causal effects of role demands on work–family conflict: A genetic modeling approach","Over the past several decades, there has been considerable interest in the theoretical causes of work–family conflict (WFC). Most studies have focused on situational determinants, often ignoring the role of personal factors such as disposition and heritable elements. We increase understanding of person versus situation influences on WFC through estimation of the relationship between role demands and WFC after controlling for genetic confounding, measured personality traits, family confounds, and other stable dispositions. Based on twin data from the National Survey of Midlife Development in the United States (MIDUS), we examine the role of genetic factors in explaining variation in WFC (both work interference with family [WIF] and family interference with work [FIW]). Results support WFC has an additive genetic component, accounting for 31% [95% CI 18%, 45%] and 16% [95% CI 2%, 30%] of the variance in WIF and FIW, respectively. In addition, we test two competing hypotheses with regard to the relationship between role demands and WFC. Results support the phenotypic causal relationship for WIF, consistent with the notion the relationship between work demands and WIF reflect situational processes. However, results support the genetic confounding hypothesis for FIW, indicating observed relationships between family demands and FIW are primarily due to genetic factors. Our results provide new insights into the nature of WFC relationships and underscore that ignoring the influence of heritability can bias estimates of role demand effects in WFC research. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)","","","","","","Allen, Tammy D.;Regina, Joseph;Wiernik, Brenton M.;Waiwood, Aashna M.","2023","https://www.proquest.com/scholarly-journals/toward-better-understanding-causal-effects-role/docview/2707641327/se-2?accountid=14026","APA PsycInfo (2024)"
"880","Vertical versus horizontal variance in online reviews and their impact on demand","This article examines the differential impact of variances in the quality and taste comments found in online customer reviews on firm sales. Using an analytic model, the authors show that although increased variance in consumer reviews about taste mismatch normally decreases subsequent demand, it can increase demand when mean ratings are low and/or quality variance is high. In contrast, increased variance in quality always decreases subsequent demand, although this effect is moderated by the amount of variance in tastes. Since these theoretical demand effects are predicated on the assumption that consumers can differentiate between the two sources of variation in ratings, the authors conduct a survey to test this assumption, demonstrating that participants are indeed able to reliably distinguish quality from taste evaluations in two subsets of 5,000 reviews taken from larger data sets of reviews for 4,305 restaurants and 3,460 hotels. The authors use these responses to construct sets of reviews that they use in a controlled laboratory experiment on restaurant choice, finding strong support for the theoretical predictions. These responses are also used to train classifiers using a bag-of-words model to predict the degree to which each review in the larger data sets relates to quality and/or taste, allowing the authors to estimate the two types of review variances. Finally, the authors estimate the effects of these variances in overall ratings on establishment sales, again finding support for the theoretical results. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)","","","","","","Lee, Nah;Bollinger, Bryan;Staelin, Richard","2023","https://www.proquest.com/scholarly-journals/vertical-versus-horizontal-variance-online/docview/2783239460/se-2?accountid=14026","APA PsycInfo (2024)"
